Genome	EHI00404	EHI00389	EHI01557	EHI01559	EHI01459	EHI00144	EHI00413	EHI01554	EHI01513	EHI00405	EHI01556	EHI00408	EHI01470	EHI01486	EHI01468	EHI01524	EHI00380	EHI00142	EHI00410	EHI01498	EHI00418	EHI01480	EHI00393	EHI01552	EHI01453	EHI01471	EHI01523	EHI01464	EHI01454	EHI00394	EHI01455	EHI00387	EHI00374	EHI01500	EHI01506	EHI01467	EHI01499	EHI01458	EHI01487	EHI00402	EHI01478	EHI01517	EHI01525	EHI00414	EHI00367	EHI01501	EHI00377	EHI00382	EHI00361	EHI00385	EHI01493	EHI01462	EHI00399	EHI00420	EHI01474	EHI01484	EHI00375	EHI01530	EHI01549	EHI01475	EHI01497	EHI01456	EHI01472	EHI01505	EHI01551	EHI01518	EHI00368	EHI01553	EHI01516	EHI01504	EHI00411	EHI00363	EHI01483	EHI01457	EHI01469	EHI01521	EHI00371	EHI01485	EHI01529	EHI01550	EHI00383	EHI01494	EHI01463	EHI00406	EHI01558	EHI01511	EHI01482	EHI01515	EHI00276	EHI00400	EHI01460	EHI00161	EHI01507	EHI00392	EHI00398	EHI01476	EHI01520	EHI00391	EHI01503	EHI01526	EHI00365	EHI00381	EHI01473	EHI00416	EHI01477	EHI01495	EHI01491	EHI01514	EHI00417	EHI01527	EHI01465	EHI01528	EHI01512	EHI00376	EHI01492	EHI01510	EHI00169	EHI01519	EHI01522	EHI01502	EHI01508	EHI01496	EHI01461
EHA02488_bin.419	0.118617356	0.022582663	0.5494097	0.0041290326	0.026245873	0.112758614	0.0009738877	0.08045763	0.5301369	0.07683323	0.30822405	0.1525002	0.0014859494	8.562905e-05	0.07029403	0.00025574543	0.17298381	0.122014545	0.036785096	0	0.089118145	0.26868796	0.03959487	0.001593842	0.18970145	0.44145942	0.48605388	0.39075503	0.00068959926	0.015545668	0.4229824	0.17736174	0.013723482	0.003648939	0.002881132	0.13930534	0.123733975	0.044270787	8.562905e-05	0.08929625	0.00025232026	0.0016149639	0.00047552664	0.16063154	0	8.562905e-05	0.2990703	0.44239962	0.00030940628	0.3311064	0.0001769667	0.005418035	0.0612065	4.6239686e-05	0.00093564007	0	0.15900572	0.011148331	0.21382715	0.53213257	0.03337535	0.35066178	0.014642567	0.15632497	0.22623423	0	0	0.063313544	0.059888955	0.012471586	0.027751233	0	0.0008197554	0.011595885	0.35838383	0.024509316	0	0.011298467	0.054758064	0.031232338	0.0016680539	0.21266146	0.12021405	0.083416395	0.0006296589	0.0020060032	0.15485328	0.018447923	0.23158376	0.024800455	0.0010104227	0.0937267	0.1924022	0.017734917	0.08931795	0.00037220094	0.08279415	0.03311161	0.31896135	0.60269207	0.038627263	0.040206835	0.26975775	0.032758247	0.66265583	0.00056515174	0.24728356	0.53002495	0.32318687	0.032943778	0.14274248	0.0010732174	0.07615334	0.7718363	0	0.36540142	0.19029	0.02242739	0.0008762706	0.105381384	0.72532827	0.00179821	0.0005143451
EHA02488_bin.41	0.86898404	0.0043552644	0.00078447943	0.0002339157	0.6072703	0.12613572	0.0012094673	0.0007022396	0.9978253	0.008121061	0.022189982	0.85863614	0.0025735653	0.0001792533	0.012179376	0	0.0077812676	0.03224639	0.0021229698	0	0.002898585	0.013306603	0.02433856	0.00086179475	0.945081	0.33049974	0.011086128	0.9987526	0.0001738363	0.0022096417	0.40321898	0.006395994	0.00049393147	0.0008017153	0.0036594267	0.42125657	0.002000841	0.0033925164	0.0023519609	0.17364424	0	0.00069386786	0	0.7599109	7.386812e-05	0.00017580613	0.0024391252	0.14140771	5.958695e-05	0.09931962	0	0.0031787914	0.9417855	0	0.0010553292	0.00015758532	0.00018073067	0.0020643678	0.82645077	0.0056893225	0.0024671953	0.00052003155	0.0019067824	0.0025445104	0.0028577114	0	0	0.0009006986	0.00052397116	0	0.0051958836	0	0	0.000110309724	0.0077054296	0.0010331688	0	0.009422617	0.0050195847	0.0012902298	0.0027936923	0.94501555	0.35685983	0.9460748	0.00041809355	0.00024868932	0.21578208	0.002128879	0.00013542488	0.00022160435	0.0038564082	0.0119149275	0.001981143	0.023493016	0.021437513	0.00013394753	0.0014729303	0	0.0020274336	0.0019722788	0.00021864963	0.0024568536	0.08815717	0.9153698	0.8355715	0	0.004373485	0.0013384903	0.033138223	0.0053204745	0.12614901	0	0.01601707	0.012777215	0	0.0049599977	0.3689678	0.0013640979	0	0.0050422377	0.0012030654	0.0043025715	0.00014625887
EHA02488_bin.420	0.13947871	0.00020016983	0.050211154	0	0.032469686	0.11800767	0	9.441973e-05	0.06399329	0.002473797	0.12539884	0.57288104	0.0040732673	0	0.044915468	0	0.09212848	0.07484652	0.0039542983	0	0.011185591	0.73817533	0.36499143	0.00015799569	0.38466662	0.45571116	0.14551024	0.32575879	0.0005363041	0.0027400607	0.114067845	0.059339024	0.0021426985	9.441973e-05	0.00060050946	0.35282072	0.30661047	0.014365017	0.0060844077	0.052842945	0	0.0010851974	0	0.0927932	0	0	0.68526	0.07549172	0	0.059182916	0	0.008964209	0.15286492	0	0.0022453011	0.00047021027	0.014252973	0.0005747014	0.09839606	0.12792362	0.4351629	0.09206302	0.001494979	0.110080816	0.36447904	0	0	0.0021722834	0	0.0007717239	0.0011336663	0	0	0.00016177248	0.11254769	9.441973e-05	0	0.00028262974	0.70082605	0.13096897	0.008811249	0.22476491	0.21104194	0.070440896	0	0	0.075051725	0.0036508963	0.01479809	0	0.006766118	0.24533015	0.05615645	0.0530834	0.13264965	0	0.0014968675	0.00030591994	0.2926376	0.18530439	0	0.0023504219	0.119937606	0.015907837	0.56955177	0.00024800916	0.10840581	0.021861315	0.09629743	0.23758018	0.7202375	0.00014666532	0.0029295294	0.0563648	0	0.9771901	0.49901205	0.00012589297	0.00021905378	0.08350985	0.022695985	0.010614037	0
EHA02488_bin.421	0.001818502	0.0005043241	0.00023748596	0.0006777689	0.00020012862	0.076245	0.00018278413	0.0013808875	0.8793051	0.0012954993	0.0024589135	0.0007818358	0.0005590259	0.0004362804	0.0074527897	0	0.00020012862	0.0013742165	0.0006137278	0	0.00041093075	0.001468944	0.008123888	0	0.0016490598	0.0006003858	0.0018251729	0.94800127	0.00020012862	0.00065775606	0.012449334	0.0003322135	0	0.00092326	0.002057322	0.0024589135	0	0.00020012862	0.0006897766	0.0016423889	0	0.0011420673	0	0.0043454594	0	0	0.0012354606	0.0043534646	0	0.005312748	0	0.00019879443	0.00258833	0	0.00084054016	0.00035356055	0.0022534481	0.0006003858	0	0.0021773994	0.0029659062	0.0001440926	0.000720463	0.0020266357	0.00089924457	0	0	0.0006857741	0.00059905165	0.00045762744	0.0008792317	0	0.00039892303	0.0007644913	0.0033154641	0.0010766919	0	0.00045629323	0.001957258	0.004300097	0.00025216205	0.042036347	0.0048431125	0.0010993732	0.00077383063	0.00075114943	0.0021547182	0.00070045015	0.00084054016	0	0.0017397847	0.00013075069	0	0.0012021059	0.0009059155	0.0005029899	0.0018651987	0.00020012862	0.0009873011	0.0014089055	0.0011754221	0.0011460698	0	0.00095794897	0.0023161552	0.00040025724	0.0025416333	0.0010766919	0.0006564219	0.00064975093	0.00076048874	0.00024682528	0.0020960136	0.0041453307	0	0.0017357823	0.0020359752	0.0024375666	0	0	0.0013875584	0.00020012862	0
EHA02488_bin.422	0.10680816	0.0010136049	0.22084767	0.000536351	0.021528358	0.025075976	0	0.0001343116	0.22296442	0.0010064415	0.20220701	0.0049883327	0.0003850266	0.0001343116	0.062222984	0	0.08924737	0.10170612	0.0004029348	0	0.0017657499	0.9031318	0.13008526	0.0001432657	0.15306328	0.102736734	0.060189504	0.23348728	0.00095898483	0.0029387379	0.014241506	0.17314914	0.0001343116	0.0002686232	0.009071405	0.9457211	0.079436354	0.007376393	0.00027310025	0.13158955	0	0.0022958328	0	0.014973057	0	0	0.00650874	0.2372122	0	0.09765975	0	0.001127322	0.13184564	0	0.0036317857	0	0.29441193	0.0001343116	0.20725712	0.03206555	0.44939765	0.2996868	0.00088018866	0.25210288	0.18194835	0	0	0.00068319833	0.001151498	0.0015732365	0.0011765696	0	0.0002686232	0.0135305505	0.3338825	0	0	0.000671558	0.1913215	0.03637606	0.0004459145	0.0887934	0.42786482	0.057346575	0.001138067	7.879614e-05	0.009920254	0.0009124235	0.2610364	0.0005999251	0.006118341	0.032187328	0.09423212	0.02506344	0.02396477	0	0.005153984	0.00030354422	0.13339292	0.25944257	0.005701975	0.00089272443	0.2073977	0.119034104	0.03599103	0.0006643947	0.34293154	0.69400054	0.028651351	0.007936025	0.15467861	0.0010404672	0.0016269612	0.19461034	0	0.3844795	0.17076376	0.001934087	0	0.12491068	0.24718527	0.00064827735	0.0017326196
EHA02488_bin.424	0.012095207	0.2719132	0.007968579	0.0050768508	0.0032252842	0.030257374	0.0028526247	0.005191034	0.049464785	0.17286475	0.014223629	0.0064982753	0.009980081	0.00035193452	0.003080991	0	0.006947969	0.007931822	0.0085762525	0	0.009907347	0.9931404	0.0073077246	0.025091758	0.042236835	0.01330547	0.009917123	0.28027478	0.013285528	0.0012869071	0.17588514	0.0070930445	0.0033680133	0.016904978	0.0003906473	0.90528816	0.0058468054	0.022481967	0.0041270186	0.010330842	0	0.01767337	0	0.015625501	0	0	0.01030777	0.012310669	0	0.015543774	0.003090376	0.010442288	0.1408571	0	0.020384047	0.0024365599	0.003753186	0.011692046	0.006041542	0.018078094	0.016300824	0.0057369233	0.007197843	0.011315867	0.010611217	0	0	0.017534941	0.0072400747	0.0023086905	0.0771155	3.050099e-05	0.00077269174	0.02498383	0.033789232	0.0057486547	6.2175095e-05	0.022531237	0.0128174545	0.004995124	0.020931892	0.03329887	0.031319432	0.18273847	0.017310485	0.002171045	0.012429154	0.0071141603	0.004170424	0.017429361	0.024190415	0.010445025	0.006444703	0.13351339	0.0040241755	0.018534044	0.33615962	0.016539749	0.004864908	0.007148572	0.01867599	0.0178509	0.014766781	0.04225404	0.018113287	0.026481116	0.011401114	0.014462553	0.008230184	0.003224502	0.0132749695	0.0045207944	0.035130102	0.009347771	5.5527446e-05	0.10641952	0.011481277	0.010745343	0	0.0074199527	0.007815292	0.0037383265	0.0021237293
EHA02488_bin.432	0.06745398	0.007966854	0.108718194	0.0019585069	0.02141258	0.125371	0.001765221	0.009586882	0.090863995	0.014073217	0.44379187	0.095950805	0.01742778	0.00027481385	0.018516958	0	0.29409847	0.0628426	0.012396853	0	0.0086232005	0.21899183	0.07469761	0.013060987	0.05762526	0.2613608	0.114890516	0.22666693	0.008675415	0.0053258925	0.15748896	0.18014461	0.00042000719	0.009980324	0.00013740693	0.46689272	0.09826519	0.0022296566	0.0048284796	0.07257559	0.00017175866	0.0035423506	0	0.05354565	0.00011084159	0.000118627984	0.31094044	0.32354522	0.00021114865	0.14527944	0.0009682608	0.003032113	0.0595027	0	0.0036421998	0.001605829	0.10196648	0.0026643204	0.10748703	0.02267535	0.6191139	0.320007	0.0008546711	0.12458228	0.10118509	0	0	0.00013053659	0.0018563676	0.0015009417	0.0053794812	0	0.00055649807	0.00547246	0.022397788	0.00503917	0.00013740693	0.0008239836	0.06621365	0.08895633	0.0017620148	0.2672432	0.1775641	0.04006053	0.005134439	0.0012110131	0.062440913	0.005729411	0.058831234	0.0010896369	0.00867679	0.09664471	0.13801473	0.11296911	0.09343671	0.00013740693	0.007195085	0.0040576267	0.085747875	0.05319755	0.003115473	0.002079883	0.05780893	0.027087944	0.15771155	0.010931179	0.23373514	0.6102384	0.07855462	0.12095749	0.16096169	0.0027078325	0.014893537	0.45680016	0	0.20823012	0.04111536	0.012256698	0.0003329828	0.10061577	0.07026853	0.009923986	0.00069848524
EHA02488_bin.436	0.16322613	0.5383397	0.0127628995	0.25635824	0.009074265	0.012439248	0.3089622	0.008769262	0.009238784	0.18168753	0.014652595	0.01441431	0.69007844	0.0007285271	0.00913394	0	0.016253863	0.012572273	0.020119034	0.00016742034	0.34360662	0.9360073	0.013525822	0.6387865	0.13345182	0.01066683	0.023841236	0.16040899	0.009426925	0.52919495	0.032322485	0.010269828	0.0046459143	0.0066939127	0.00022170763	0.76857	0.01238206	0.6372188	0.009287684	0.028140292	0	0.5422488	0.00022792372	0.08657579	0.00030541778	0	0.01126772	0.035515904	0	0.01180935	0.00082425505	0.268381	0.016604036	0.00021466271	0.006314316	0.038032595	0.009202731	0.42309728	0.017710501	0.04295782	0.048596237	0.02012235	0.014818357	0.011803548	0.0099063935	0	0.0002080322	0.00074510335	0.025128797	0.007954123	0.4237989	0.0012009508	0.48924947	0.27232864	0.025163194	0.050055366	0.00035348898	0.011474509	0.007366909	0.010066769	0.056977615	0.022034837	0.47462174	0.011060102	0.0028357855	0.00044258643	0.18934825	0.045531288	0.009697533	0.14819849	0.2894793	0.017492939	0.02029433	0.012392006	0.009356062	0.0049575483	0.15958515	0.23745549	0.008512744	0.011174479	0.07663417	0.35497007	0.012457067	0.017645026	0.02433728	0.008675192	0.012406924	0.0053715403	0.028892025	0.014904968	0.11274724	0.004023061	0.50131655	0.011613335	0	0.027526556	0.0880287	0.026556429	0.00033318304	0.010080445	0.012184802	0.009970627	0.0025369981
EHA02488_bin.437	0.011983274	0.0027911288	0.0071615833	0.0004910508	0.0035149439	0.24278839	0.00015313436	0.0008953255	0.02015044	0.0033536423	0.36545616	0.011068551	0.0015803465	0.0012648897	0.013487053	9.698509e-05	0.0025399884	0.011345214	0.00028687168	0.00011127763	0.0008156957	0.023664363	0.006349971	0.0009167643	0.0127019845	0.01624347	0.15994781	0.31390807	0.0004532777	0.0022439288	0.016958099	0.24149288	0.0003573135	0.00066256133	0.0018621137	0.20700294	0.40704745	0.0026972063	0.0006401016	0.015226659	0.00026951646	0.008553064	7.248359e-05	0.0094014285	0.00016946868	0.00011127763	0.009370802	0.20174736	0.00027462095	0.035042245	7.248359e-05	0.0004481732	0.10736147	0	0.0008463225	0	0.07964824	0.00015313436	0.004666514	0.009837351	0.91332287	0.8261833	0.0012546808	0.013751465	0.0034373559	0	0	0	0.00044306874	0.0009565793	0.0075883176	9.49433e-05	0.0006768539	0.0010249793	0.012607041	0.00022051347	0.00049411354	0.000313415	0.015249119	0.0025767407	0.00046246574	0.2684578	0.06073002	0.05101722	0.0004522568	0	0.2930379	0.00032770753	0.016723292	0.00024807765	0.0021704242	0.0047124545	0.38170168	0.008163082	0.008298861	0.00015313436	0.005479147	0.00027053736	0.003053499	0.01608217	0.0006186628	0.004255093	0.2603958	0.010437638	0.058889348	0	0.011572873	0.009150288	0.007263673	0.000264412	0.02162257	0	0.0069369865	0.0045001083	0	0.005008514	0.30401456	0.002742126	6.840001e-05	0.07844256	0.61814415	0.0014547764	0.0027114989
EHA02488_bin.44	0.0030380657	0	0.00095266796	0	0.009717597	0.0687198	0.0006512878	0.00070173066	0.4205135	0.010104538	0.035907667	0.01538827	0.0004214215	0	0.03584509	0	0.38007367	0.0012617104	0.011222582	0	0.004520703	0.0014373027	0.23193379	0	0.0438853	0.0018376531	0.25788826	0.009623734	9.5777614e-05	0.00081219414	0.19040206	0.0045775315	0.004281259	0	0.0071718274	0.024538225	0.022297028	0.009261695	0	0.011166393	0	0.0016761082	0	0.09568247	0	0	0.0040015886	0.35192525	0	0.011813849	0	0.0018012576	0.2615955	0	0.0010254589	0.0011544395	0.003539302	0	0.111533664	0.00067682844	0.7023021	0.0056610955	0.0023280345	0.22557288	0.0005644494	0	0	0	0	0.00032436685	0	0	0.0004507933	0	0.0049995915	0.00051400653	0	0	0.9521859	0.0005242228	0.00036140086	0.036398686	0.058999646	0.6754563	9.5777614e-05	0	0.05149324	0.00057466567	0.11527346	0	0.0018031732	0.48288646	0.036174566	0.1637778	0.009008204	0	0.0024021026	9.194651e-05	0.57050765	0.0023765618	0.04000184	0.001158909	0.03969599	0.039503157	0.040244475	9.5777614e-05	0.045431793	0.30594945	0.31105566	0.0014436878	0.05324022	0	0.0005580642	0.005063443	0	0.005774113	0.32316515	0.0012087135	0.00019155523	0.003096171	0.09681967	0.0016065098	0
EHA02488_bin.47	0.11129783	0.0029811563	0.5195884	0.0013965328	0.013838824	0.0071684243	0.0025996482	0.0013552526	0.28906265	0.004270827	0.6769156	0.0054869256	0.0012307465	4.9935617e-05	0.11702811	0	0.22340563	0.7478937	0.0040491126	0	0.0013655727	0.012918677	0.0077719796	0.001523702	0.22940622	0.97744876	0.8883626	0.693639	0.0013625765	0.0024035678	0.71988815	0.57847685	0.003704557	0.00056893314	0.004321761	0.01576201	0.27957353	0.004736227	0.004134669	0.1614788	0	0.0011934612	6.7912435e-05	0.14630637	0	0.00014780942	0.016784692	0.85221356	0	0.06722865	0.00019974247	0.0026532458	0.0071577714	0	0.0015090543	0.0002676549	0.14465083	0.0018346346	0.7842229	0.77394676	0.018195206	0.03558678	0.024302999	0.13672039	0.65761113	0	0	0.0018283094	0.00071607676	0.0011182249	0.0048377626	3.3623313e-05	0.0005156685	0.0007779969	0.96176565	0.003537772	9.1881535e-05	0.0011105681	0.9121812	0.018608008	0.001353921	0.4489931	0.24902193	0.009307333	0.0026136301	0.0003002795	0.1744281	0.0016508715	0.14395006	0.0021122766	0.0014950724	0.13319327	0.6861929	0.082668744	0.24029185	0.0013585817	0.002985484	0.0016275682	0.48629567	0.47150207	0.0030317577	0.003464866	0.4352638	0.013582155	0.013383411	0.0017697182	0.3138367	0.7805779	0.030840902	0.2571977	0.6675756	0.00040114945	0.007386809	0.82775277	0	0.022683753	0.025032725	0.0063414904	0	0.0985263	0.7450957	0.0011814766	0.00068278634
EHA02488_bin.48	0.6029274	0.041657176	0.08392948	0.019558435	0.09753944	0.14127468	0.03465986	0.038400557	0.11100631	0.055274267	0.14592782	0.89162135	0.035550456	0.008413007	0.59767693	0	0.113951355	0.08933192	0.053755164	0	0.014616451	0.75703824	0.09169259	0.038287338	0.43992394	0.10019252	0.9004529	0.036694687	0.023083393	0.03786165	0.7837259	0.1203692	0.02324297	0.010317679	0.0069750305	0.91698295	0.100034274	0.01990166	0.018779272	0.10579554	0	0.025015255	0.00011054496	0.8352367	8.692044e-05	0	0.06694077	0.904934	0.00038646162	0.11385507	0.0011272912	0.01881181	0.12226451	0.00012391734	0.020757938	0.026624843	0.05287838	0.041729834	0.92579716	0.04243456	0.95548517	0.78913593	0.024175026	0.13585486	0.06030495	0	0	0.013210123	0.012831685	0.012483558	0.038389858	0.0003405498	0.004375441	0.02280926	0.027212782	0.023619626	0.0009708344	0.030425718	0.09945704	0.50367004	0.042089995	0.1462657	0.46137634	0.11228204	0.02010804	0.006346529	0.8308546	0.047783505	0.06842377	0.035129674	0.016891537	0.7075796	0.10653637	0.5266986	0.89002204	0.0038797716	0.03362573	0.03945965	0.14232709	0.14601786	0.05312443	0.02739331	0.8269209	0.1707113	0.90589815	0.0038392087	0.1236383	0.11823497	0.81939095	0.63094115	0.48919624	0.009286668	0.03379957	0.41062906	6.6861874e-05	0.12439429	0.34669042	0.02471616	0.000822401	0.12666047	0.0943002	0.024239212	0.008406321
EHA02488_bin.54	0.12142629	0.0010656168	0.043388005	0.00036989996	0.042298526	0.14207639	4.9717735e-05	0.00021676933	0.009780805	0.0003142161	0.119534366	0.023217851	0.0014603756	6.065564e-05	0.00096949586	0	0.058449496	0.022682888	0.0008379096	0	0.0007089749	0.9909679	0.015373386	0.0011756588	0.095561795	0.029066315	0.08773192	0.10496309	0.0004461338	0.0008203426	0.054914895	0.06976691	0.0007179241	0.00013655805	0.00022140965	0.76144236	0.023358718	0.0016986893	0.00039243867	0.04512912	0	0.00052269915	0	0.019947419	0	0	0.28965718	0.057274833	0	0.027004354	0	0.0009028741	0.015014425	0	0.00069339667	0.00019887094	0.020494977	0.0021852602	0.17133859	0.14849494	0.050203644	0.01604756	0.0008206741	0.02536864	0.03809472	0	0	0.0006251177	0.00065130234	4.9717735e-05	0.00039707898	0	0.0007460975	0.00027245318	0.004880293	0.00028173384	0	6.1981445e-05	0.004597233	0.060042452	0.00078322005	0.12791744	0.38696706	0.28673545	0.0018919256	0	0.08451153	0.0010265055	0.006252171	0.00054059754	0.0006698636	0.013799654	0.0048912307	0.02853831	0.024157848	0.0008468588	0.00076399586	0.00027411044	0.068964794	0.07008245	0.0005611475	0.0010361177	0.06312363	0.040960122	0.03650674	0.0015823498	0.08795167	0.064436175	0.037943915	0.0025170431	0.04938496	4.9717735e-05	0.0013778441	0.13592663	0	0.24645346	0.11605545	0.0009088402	9.943547e-05	0.18630761	0.014362459	0.00023533062	0.0004693354
EHA02488_bin.56	0.0040908162	0.0035101422	0.0006170245	0.0026013826	0.0026423933	0.00031690078	0.0055420357	0.007855412	0.0016842345	0.008190953	0.0039053361	0.00092740083	0.004869087	0.00013980917	0.0005611008	0	0.001250826	0.0014502872	0.4100547	0	0.01201054	0.6399047	0.0007503092	0.007965394	0.055023298	0.0027710178	0.003553017	0.9355722	0.0018678505	0.004087088	0.0019554642	0.0016040772	0.000519158	0.005247504	0.074091405	0.032329474	0.00042129162	0.03993882	0.003110288	0.00204401	0	0.01055	0	0.0021968682	0.0002786863	0	0.0003402023	0.004816892	0.0009320611	0.0017261772	0	0.025588807	0.001371994	0.00013980917	0.0044002607	0.025712771	0.00028427865	0.0025901978	0.0034812484	0.0019741054	0.006464776	0.0017438864	0.051142193	0.00058906263	0.00062354887	0	0	0.00014540154	0.009619803	0.0015742512	0.018118337	0	0.00023208323	0.0025268178	0.8002267	0.0009423138	0	0.0005415275	0.007062227	0.0009945092	0.012072056	0.0018743749	0.013452439	0.008034367	0.0012182039	8.202138e-05	0.0045410017	0.025131164	0.00048746797	0.011465284	0.007731447	0.003763663	0.00046230233	0.002375824	0.0029192155	0.0007531054	0.010319781	0.0198063	0.0003765527	0.00019200459	0.0014857055	0.0052819904	0.0011389788	0.005226999	0.0011249977	0.0062336246	0.0024513209	0.0019554642	0.0031335896	0.0015723872	0.0017047398	0.0015006184	0.007576725	0.0011949023	0	0.0043844157	0.005903675	0.0006272771	0	0.0004967886	0.0014801131	0.003278991	0.0010634818
EHA02488_bin.5	0.017533446	0.007221039	0.43461615	0.0021304518	0.38435847	0.018788742	0.005175151	0.0074990625	0.7504655	0.008783476	0.78012747	0.42225507	0.0072122635	0.004816951	0.13980007	0	0.8422301	0.00916202	0.010563706	5.9832946e-05	0.005761514	0.0103159975	0.06410103	0.00030435025	0.07164158	0.35112765	0.90086716	0.95980066	0.010337937	0.005424854	0.2737461	0.31676918	0.0010271323	0.0026916848	0.006696503	0.0339895	0.9665047	0.009805423	0.0063622366	0.5897658	0	0.007536957	0.00023414627	0.5896621	6.98051e-05	0.00017351554	0.93414384	0.94457155	5.3450767e-05	0.6484268	0.00018787546	0.0094540045	0.3073096	0	0.0038189376	0.007637476	0.0050638616	0.002010786	0.8845308	0.9988536	0.013322404	0.0055872006	0.0061181183	0.825579	0.009909932	0	0	0.0036992717	0.0015484766	0.005546913	0.008198709	0.00016394227	0.0038432695	0.008901945	0.54480094	0.004607536	5.9832946e-05	0.0007399341	0.9243121	0.27823874	0.007183145	0.023350006	0.6810992	0.43262053	0.0029449777	0.0018584114	0.27821204	0.008422485	0.30470288	0.00011248594	0.0076985057	0.37444773	0.68023	0.19621338	0.0730664	5.9832946e-05	0.0034216468	0.003792212	0.7297222	0.96520275	0.006110539	0.004051887	0.5765622	0.53336966	0.5055314	0.002933011	0.94049895	0.009999681	0.68416977	0.0044579534	0.026650392	0.0042194193	0.006177552	0.497921	0	0.011747202	0.8619139	0.0025947555	0.00041883063	0.9527846	0.6562645	0.006325938	0.0007163998
EHA02488_bin.61	0.0011835293	0	0.0007350429	0.00012717005	0.006628103	0.1353208	0	0	0.010176147	0	0.011414784	0.42424437	0	0	0.08642731	0	0.00948519	0.0007503033	0.0002543401	0	0	0.00029588232	0	0	0.00012717005	0.6843453	0.033887427	0.001600647	0	6.188943e-05	0.061428223	0.003969401	0.00012632225	0	0.00012717005	0.00033572892	0.0030249516	0.00012717005	0.00012717005	0.0024297957	0	0.00012717005	0	0.005160561	0	0	0.005910016	0.006166052	0.00012717005	0.11756108	9.919264e-05	0	0.00032301192	0	0.00014327826	0	0.00093512377	0	0.00012717005	0.70294434	0.95570326	0.056416027	0	0.14045678	0.1262044	0	0	0	0	0	0	0	0	0.00012717005	0.24581547	0	0	0	0.54512376	0.044190746	0	0.08295557	0.0036353678	0	0.00012717005	0	0.0014005662	0	0.0007028265	0	0	0	0.00057311304	0	0.0021635864	0.00012717005	0.00016871227	0	0.0025281406	0.019285763	0	0	0.00041796558	0.010777238	0.4197222	0	0.03941424	0.0002543401	0.10411073	0.00012717005	0.02766203	0.00012717005	0.00012632225	0.002730765	0	0	0.13394058	0	0	0.00883408	0.0076954835	0	0.00012717005
EHA02488_bin.64	0.056241866	0.23284386	0.19065335	0.07345941	0.015709104	0.5807578	0.0007441027	0.04131692	0.58177584	0.0025980878	0.11561673	0.13130601	0.1703449	0.00039086636	0.12528764	0	0.6274485	0.077650905	0.23437496	0	0.0018102857	0.8924264	0.33430037	0.0070837447	0.06742606	0.17471766	0.4060899	0.18121754	0.33615193	0.000816935	0.16607167	0.05665701	0.029984225	0.0018394187	0.0004378027	0.28684533	0.29222196	0.005536464	0.0009702873	0.022354238	7.5664604e-05	0.0027219027	0.00036577968	0.013060034	0.00013514426	0	0.112811066	0.77572364	0.00017034651	0.048213325	0.0004309241	0.0019361237	0.051577363	0	0.0022424238	0.00093063415	0.06574809	0.21452574	0.15362301	0.24903972	0.54902923	0.27165738	0.20394889	0.087275684	0.031249076	0	0.00038439236	0.0012430035	0.11089963	0.0018127136	0.0007772818	0.00095288845	0.03709103	0.07392675	0.6686841	0.013587664	0	0.029381739	0.22727138	0.107501194	0.01195784	0.3520148	0.17624512	0.7423859	0.0012057782	0.00067248434	0.083629616	0.551686	0.017621355	0.2602409	0.0035655426	0.015489394	0.025320532	0.18775626	0.07575605	0.0013065295	0.077744775	0.33091125	0.07304628	0.013535872	0.39051798	0.029895611	0.2561344	0.12232741	0.26410994	0.0026620184	0.03873259	0.19385959	0.09875364	0.3279761	0.2320164	0.00026502842	0.36829564	0.33300194	0	0.46644154	0.17271519	0.015134539	0.00045965236	0.01669922	0.057533827	0.001470402	0.0007012126
EHA02488_bin.66	0.0047448343	0.0044729556	0.7619641	0.0028266795	0.02259057	0.011573952	0.012519275	0.0012618594	0.014796481	0.004415436	0.75166845	0.03158793	0.0026380436	0.00046801695	0.0064786407	0	0.1038894	0.01655994	0.0065690284	0	0.038362384	0.14810878	0.0041135475	0.095264666	0.005337894	0.82690126	0.053792294	0.022690248	0.043714926	0.003329351	0.7676114	0.66575515	0.0040395935	0.10693365	0.0017859669	0.10764211	0.33372965	0.03569862	0.004966696	0.34844077	0	0.013970127	0.000107179454	0.008297833	0	0	0.040354848	0.86828184	8.3599974e-05	0.4118674	0.0003890614	0.016514925	0.016858613	0.000107179454	0.009943753	0.006093152	0.23052442	0.008331059	0.14539072	0.8673011	0.016553866	0.08769994	0.013698606	0.6184222	0.7059725	5.3589727e-05	0	0.0049877744	0.011871553	0.00841323	0.0018692096	0	0.0009778339	0.010603621	0.42818156	0.0012950851	5.537605e-05	0.0011957654	0.2263455	0.004479744	0.014771115	0.012854747	0.012189519	0.009596491	0.10701225	0.0040178006	0.009654011	0.06891746	0.7136061	0.024528375	0.01863029	0.0089548435	0.7504005	0.005119248	0.013564274	0.0067155072	0.013339555	0.007926278	0.401227	0.4104162	0.009414285	0.0057744714	0.019345177	0.006665133	0.11747154	0.012213813	0.7611992	0.9847294	0.36316293	0.0075740144	0.04116727	0.008207087	0.0053836238	0.8652901	0	0.020493783	0.011585385	0.014095527	0.002014259	0.79800785	0.58326805	0.014687872	0.0026459035
