Genome	EHI00404	EHI00389	EHI01557	EHI01559	EHI01459	EHI00144	EHI00413	EHI01554	EHI01513	EHI00405	EHI01556	EHI00408	EHI01470	EHI01486	EHI01468	EHI01524	EHI00380	EHI00142	EHI00410	EHI01498	EHI00418	EHI01480	EHI00393	EHI01552	EHI01453	EHI01471	EHI01523	EHI01464	EHI01454	EHI00394	EHI01455	EHI00387	EHI00374	EHI01500	EHI01506	EHI01467	EHI01499	EHI01458	EHI01487	EHI00402	EHI01478	EHI01517	EHI01525	EHI00414	EHI00367	EHI01501	EHI00377	EHI00382	EHI00361	EHI00385	EHI01493	EHI01462	EHI00399	EHI00420	EHI01474	EHI01484	EHI00375	EHI01530	EHI01549	EHI01475	EHI01497	EHI01456	EHI01472	EHI01505	EHI01551	EHI01518	EHI00368	EHI01553	EHI01516	EHI01504	EHI00411	EHI00363	EHI01483	EHI01457	EHI01469	EHI01521	EHI00371	EHI01485	EHI01529	EHI01550	EHI00383	EHI01494	EHI01463	EHI00406	EHI01558	EHI01511	EHI01482	EHI01515	EHI00276	EHI00400	EHI01460	EHI00161	EHI01507	EHI00392	EHI00398	EHI01476	EHI01520	EHI00391	EHI01503	EHI01526	EHI00365	EHI00381	EHI01473	EHI00416	EHI01477	EHI01495	EHI01491	EHI01514	EHI00417	EHI01527	EHI01465	EHI01528	EHI01512	EHI00376	EHI01492	EHI01510	EHI00169	EHI01519	EHI01522	EHI01502	EHI01508	EHI01496	EHI01461
EHA02482_bin.5	0.015968917	0.030647285	0.006851534	0.166738	0.005135196	0.022972127	0.011445252	0.9998377	0.011609142	0.037000723	0.008891794	0.014506446	0.015890185	0.0077667427	0.005434374	0	0.004713904	0.03266055	0.19595785	9.640543e-05	0.022045992	0.029448966	0.015425511	0.030714449	0.011359773	0.016043792	0.012954319	0.029675197	0.023349715	0.20098218	0.016445803	0.006341228	0.78294414	0.023812462	0.011529447	0.0357918	0.0064164237	0.03714951	0.1565878	0.015077809	0	0.032191377	0.0012484503	0.014696043	0.00016067571	0.00021466275	0.004530734	0.015530914	0.005984849	0.008612218	0.0070112455	0.026179858	0.017329197	0	0.025920527	0.015563049	0.004720974	0.9092073	0.013470087	0.012633931	0.012385205	0.007061055	0.9054706	0.0046923733	0.0049218186	0	0.0002149841	0.8262929	0.17531681	0.018475136	0.026329286	0.0010832757	0.012648071	0.91167784	0.014820085	0.9983916	0.0011163749	0.012383599	0.010804799	0.0076121725	0.02936895	0.028321022	0.02303479	0.023265522	0.023855202	0.015464073	0.016732126	0.060756307	0.004453609	0.07207687	0.1711402	0.014169027	0.007805947	0.015322679	0.014769632	0.028065547	0.03024624	0.02872946	0.0061789453	0.0058720545	0.23648316	0.029013855	0.0075703966	0.014111826	0.02305825	0.022466643	0.0062962384	0.011367485	0.00832493	0.016195148	0.016726341	0.01640981	0.18753394	0.0063502253	6.394893e-05	0.021447316	0.014388831	0.9628203	0.0063437982	0.005192075	0.009861632	0.019185966	0.06973422
EHA02482_bin.6	0.013970083	0.6743807	0.01116587	0.028482974	0.007223293	0.018709484	0.015365116	0.9989751	0.02316157	0.48178676	0.014951086	0.013100175	0.01918481	0.0051578535	0.008874407	0.00056638254	0.008930103	0.6105407	0.022705104	0	0.017431146	0.027612181	0.040678762	0.026847182	0.015088703	0.020368261	0.024084814	0.02877412	0.019458571	0.05962547	0.020566877	0.0113191055	0.022998314	0.012315727	0.013452028	0.034205146	0.009983893	0.027718857	0.024860129	0.01281669	0.00013201841	0.024932621	0.0009500611	0.015854586	5.6284636e-05	0.00010638091	0.013917629	0.01793594	0.0006397589	0.013888749	0.0049748546	0.0377278	0.030103145	7.3081625e-05	0.017129095	0.0062785363	0.009091	0.020390656	0.032986037	0.018255966	0.019512793	0.011200937	0.032920618	0.010917157	0.012026937	0.0001965542	0.00084927917	0.019640686	0.012246181	0.013349184	0.20818302	0.048373844	0.0071337093	0.020563342	0.02857786	0.025901247	0.0020943189	0.96165836	0.016381776	0.009984187	0.02209393	0.023019826	0.033303708	0.01872304	0.020298125	0.0045310603	0.01888158	0.87882185	0.008507526	0.025644282	0.023040455	0.015098427	0.00928225	0.024741665	0.014024894	0.013332976	0.9507362	0.020892503	0.009121058	0.011284038	0.02410338	0.874238	0.012701468	0.7591801	0.020671196	0.016907198	0.012339596	0.017819244	0.012515817	0.012156892	0.024216833	0.009062121	0.8996757	0.012344606	4.4202596e-05	0.025127111	0.016129231	0.03397382	0.00017297949	0.011485012	0.011659466	0.019250229	0.010548802
EHA02483_bin.19	0.025988575	0.10722961	0.027297512	0.06908248	0.028554449	0.040178884	0.078990884	0.059026245	0.040658776	0.21308567	0.04968985	0.05837252	0.33676612	0.05392941	0.029545438	0	0.01813792	0.036284015	0.30190843	0	0.31755105	0.1382504	0.04033117	0.2933268	0.033383105	0.042516697	0.05406313	0.122219995	0.101563	0.11541456	0.05619071	0.044649478	0.060361926	0.22214645	0.020739453	0.09555392	0.036461562	0.6019226	0.15198235	0.029363435	0	0.39284095	0	0.031296384	0	0.0007034982	0.023235498	0.09078469	8.543008e-05	0.034694273	0.0047915136	0.58958423	0.08244597	0.00035954922	0.19104396	0.2027501	0.013895389	0.11439385	0.07275449	0.052393157	0.101865344	0.025426965	0.19598478	0.0290284	0.04811348	0	0.00016120286	0.07917734	0.23122135	0.095290944	0.10103853	0.00027634774	0.14491542	0.13895537	0.044812907	0.09344491	0.00058389606	0.053241514	0.07343496	0.033938773	0.451004	0.072347395	0.08419098	0.052613787	0.9590842	0.052532814	0.02629018	0.41955012	0.023292698	0.23627138	0.42633104	0.041412048	0.04671763	0.044646505	0.042801216	0.23244858	0.16921322	0.19874604	0.029044	0.031889938	0.10945451	0.12169627	0.03415792	0.08591443	0.070901774	0.3454867	0.035498057	0.050035287	0.042943105	0.027808607	0.049818367	0.07579803	0.28064972	0.029122002	0	0.09792962	0.042883676	0.298619	0.000944931	0.032117996	0.054277077	0.4202187	0.029963674
EHA02488_bin.104	0.0052767284	0.01900582	0.001518456	0.0052328617	0.002845324	0.0054724403	0.032766405	0.0107457945	0.0011097852	0.5499319	0.005176623	0.007390944	0.012303618	0.0037503988	0.0037762688	0	0.0020384802	0.002396161	0.11768634	0	0.009523531	0.02219008	0.004028595	0.011033739	0.0044072717	0.0011397793	0.0071644876	0.94235456	0.009135856	0.009330069	0.0058796117	0.0037773936	0.0013336168	0.004719586	0.005452569	0.023729531	0.0024231558	0.015121572	0.012900127	0.0030305383	0	0.4426524	0	0.0049141734	0	0	0.001982616	0.005329593	0	0.004385526	0	0.01203217	0.004734958	9.2981994e-05	0.0030792789	0.008244653	0.0013238686	0.016515177	0.00080834347	0.13575333	0.0022026985	0.000511401	0.09402167	0.0033788458	0.0020133602	9.260707e-05	5.623911e-05	0.0033323548	0.002086846	0.0031790095	0.26383755	0	0.0087549295	0.017160803	0.5355006	0.006909537	0.00043978984	0.00570827	0.0006579976	0.001631684	0.009726367	0.010391863	0.014921736	0.0036855363	0.0021048423	0.00083383854	0.008835915	0.2507353	0.0029709248	0.012870883	0.008736558	0.0043862755	0.0019132545	0.002396536	0.0030627819	0.00027144744	0.011108724	0.0076001533	0.003381845	0.0026762318	0.0054923114	0.009598142	0.0069324076	0.0045017535	0.007890347	0.0025453821	0.003650668	0.001012304	0.003785642	0.0014738396	0.012438216	0.0028479486	0.011866078	0.0048766807	0	0.031652495	0.004070962	0.02266436	0	0.0038557535	0.0032247505	0.010969626	0.000857459
EHA02488_bin.105	0.09477084	0.005886301	0.041013855	0.004945301	0.057089813	0.23053099	0.001436214	0.0026215566	0.42442733	0.0041643986	0.050606955	0.098159	0.0030225774	0.0007162417	0.013183636	0	0.01684909	0.059028704	0.019738615	0	0.0036940542	0.53373283	0.12042685	0.008350869	0.06430756	0.19378412	0.057446692	0.9330022	0.003883684	0.0024170051	0.19466823	0.030570839	0.0018083239	0.005192131	0.0012555991	0.92758715	0.022550425	0.0094345575	0.003944925	0.26087987	0	0.0060296115	0	0.25890988	4.7562928e-05	0	0.08645324	0.33798558	0	0.23220688	2.611298e-05	0.005639782	0.16899295	0	0.006092096	0.0022761815	0.008462782	0.0033499224	0.07402159	0.2889109	0.15569584	0.6174821	0.0019584736	0.016621223	0.1646467	0	0	0.004002436	0.0045197215	0.0013457511	0.0028006171	0.00026641457	0.0029886928	0.006504619	0.84687066	0.009654342	9.2017166e-05	0.0020881058	0.16634963	0.031342417	0.0047911103	0.17873745	0.30926442	0.09274927	0.0037667975	0.0011694885	0.37000787	0.00402886	0.02065599	0.0039965296	0.006103598	0.102290764	0.02883588	0.081324525	0.26567438	0.007817728	0.0036881475	0.00526705	0.013660819	0.009542429	0.0060274354	0.0054398933	0.11022009	0.031101491	0.33549678	0.004278798	0.05703728	0.8811701	0.14220943	0.08420068	0.53373283	0.0016295743	0.03555997	0.012673811	5.4091175e-05	0.25350946	0.15685041	0.007725401	0.00015481267	0.02439201	0.06492495	0.0022556642	0.0013078251
EHA02488_bin.106	0.029427268	0.014173734	0.051077794	0.0015690137	0.007980765	0.07936367	0.0021451635	0.19797546	0.2511365	0.0027508265	0.1110811	0.03372016	0.0016575534	0.00040067433	0.015811719	0	0.03526736	0.22354226	0.0046432028	0	0.004228413	0.09219519	0.027618298	0.004136024	0.028322766	0.5436522	0.35808125	0.6254924	0.0032185472	0.0015844118	0.30791226	0.10131254	0.003832551	0.0076519493	0.00073718943	0.3582269	0.0126291	0.009964889	0.0050493306	0.23045895	0	0.007299715	0	0.31431985	0	4.8119415e-05	0.08049383	0.17709965	0.00019279846	0.2983458	4.8119415e-05	0.00433203	0.015408156	0	0.005324253	0.00043050834	0.07374781	0.008418331	0.23740675	0.44716728	0.17502667	0.007935854	0.00292149	0.21075533	0.012627496	0	0	0.0029612686	0.002592674	0.0036737567	0.0014002749	0	0.0013155848	0.015886785	0.9121625	0.004773125	0.0027270876	0.10747792	0.0746855	0.006655236	0.004573269	0.13914241	0.062287692	0.13976733	0.009108684	0.016177105	0.09401571	0.0024040458	0.016214639	0.03391713	0.002501247	0.1303741	0.03690759	0.028991947	0.05532417	0.0047926935	0.005422416	0.03902324	0.10717733	0.008843386	0.0142164	0.0058198827	0.22749543	0.00853478	0.15854962	0.001780739	0.09415461	0.04643363	0.1172237	0.32940626	0.8366872	0.0074341283	0.018269978	0.31333438	6.800877e-05	0.3849072	0.22813798	0.007079007	0.00033298632	0.014867936	0.15321028	0.0013653082	0.0012183835
EHA02488_bin.109	0.10508477	0.0021272763	0.08990546	0.001288576	0.14235562	0.1747103	0.0009893805	0.0024394616	0.92717296	0.0051616654	0.2336566	0.122853346	0.009427909	0.00057154585	0.08351844	0	0.11341808	0.6730611	0.0075699515	6.6680346e-05	0.0026975232	0.04856581	0.030425292	0.0051911087	0.01959796	0.13921861	0.14454871	0.2513624	0.0016752356	0.001857091	0.032060258	0.35848612	0.0014184728	0.003513275	0.021302206	0.040957756	0.14987491	0.012567081	0.0014855862	0.10229069	0	0.009169847	0	0.025910944	0	0	0.23391293	0.4386073	6.494839e-05	0.23122926	6.494839e-05	0.013444751	0.02129398	0	0.0037423263	0.0008789682	0.07894044	0.0035435844	0.073163934	0.19816144	0.061075304	0.056310255	0.003990429	0.16589984	0.18392086	0	6.9278285e-05	0.0036024707	0.002105194	0.0038670273	0.0024121832	6.494839e-05	0.0009205352	0.002182266	0.18465737	0.0024680388	0	0.005245665	0.8010544	0.103333324	0.0025619976	0.27817136	0.28779152	0.020364786	0.009892073	0.00061657676	0.07456162	0.0068061585	0.5292757	0.0119656585	0.004090883	0.025439419	0.28373224	0.10824126	0.1113761	0.0014059162	0.007596797	0.002587111	0.2802744	0.15405455	0.003194162	0.0046342844	0.6753351	0.0130394725	0.23500277	0.0035812543	0.371174	0.106669076	0.32819808	0.60510945	0.04927418	0.0024299358	0.018939817	0.5084766	0	0.040710084	0.09925197	0.0073564877	0.0008361023	0.3482381	0.7518508	0.0054305517	0.00057111285
EHA02488_bin.110	0.0983592	0.0062631913	0.18784273	0.004444121	0.013610907	0.033760402	0.0084178625	0.0046471884	0.072578624	0.0047783735	0.037012625	0.016165871	0.013410985	0.00013477924	0.012578049	0	0.062004294	0.033236563	0.017148413	0	0.011875399	0.36543953	0.024915291	0.021019273	0.032646228	0.061369933	0.04024239	0.027915927	0.027508443	0.0044823084	0.11208512	0.06357582	0.015918327	0.0049041673	0.0013136484	0.14985566	0.042420868	0.020127932	0.012250085	0.06746689	0.00013477924	0.025024462	0	0.037345532	0	0	0.051282156	0.17011207	0	0.068305224	0.00054945005	0.022052132	0.028321162	0	0.021989683	0.010683951	0.011013261	0.030900389	0.0070440127	0.81868374	0.09589094	0.08843675	0.0067052674	0.12532583	0.061787747	0.0003369481	0	0.010620155	0.0039894655	0.0045640743	0.004936065	0	0.011274284	0.32983986	0.31303963	0.01476911	6.738962e-05	0.0035047096	0.42246646	0.030617801	0.02212042	0.050268166	0.4307347	0.026932038	0.01168536	0.010760326	0.029943006	0.014081735	0.030645655	0.011052797	0.014224152	0.03658987	0.07632459	0.019867359	0.059045438	0.012168769	0.008146957	0.017712688	0.078590676	0.036385003	0.020285174	0.0027387142	0.3535619	0.023938142	0.04729359	0.012257723	0.19494066	0.14156403	0.105523616	0.09266747	0.042654485	0.0032270644	0.04955159	0.055859257	0	0.171928	0.025626926	0.0053889235	0.0003369481	0.09182645	0.041408677	0.011314718	0.0059828507
EHA02488_bin.111	0.0054617804	0.001303088	0.26399148	0.0020043622	0.0664808	0.037851326	0.0003516084	0.00046039335	0.6484864	0.00141265	0.35507634	0.013826176	0.0010206357	0.00011655528	0.03343388	0	0.05104655	0.011938369	0.016038783	0	0.0023672378	0.5076184	0.064944215	0.00073818344	0.013583741	0.5250971	0.011143462	0.31596506	0.0004017272	0.0005827764	0.05696367	0.13600214	0.00057461753	0.00043785933	0.00024632015	0.3303639	0.15406276	0.010699774	0.0061719907	0.15601234	0	0.001303088	0	0.04788052	0	5.827764e-05	0.13012658	0.19525301	0.000102957165	0.21594119	0	0.00084735686	0.025599036	0	0.0007222542	0.00023699574	0.036014415	0.0009880002	0.1513952	0.2868748	0.0608065	0.270653	0.00074439973	0.029661763	0.17329244	0	0	0.0007785893	0.0008411406	0.10306129	0.0012350974	0	0.0006639766	0.0075900797	0.2345166	0.0006511555	0	0.00011655528	0.013858034	0.008265712	0.0009674088	0.041874427	0.039398402	0.17123409	0.00089592155	0.00016900516	0.017952621	0.0018944117	0.08541093	0.0010827986	0.013078668	0.022544121	0.25217628	0.03575605	0.040109392	0.0017844613	0.0021659855	0.0014511133	0.07494582	0.02402282	0.011434073	0.0009895543	0.03126673	0.015071374	0.033421062	0.0016912171	0.18001768	0.84838414	0.028937567	0.0022712739	0.06304514	0.0011208733	0.6600661	0.33870575	0	0.045401778	0.022454763	0.0012953177	0.00070904463	0.022937302	0.06639455	0.0015206579	0
EHA02488_bin.113	0.16528997	0.075279444	0.0429511	0.002969815	0.04710547	0.14144428	0.0016828815	0.0027946604	0.42373663	0.054683164	0.11422666	0.114874646	0.0021606504	0.00092346733	0.033967234	0	0.010502693	0.09568783	0.0062237424	0	0.0027946604	0.9974113	0.27370074	0.008215406	0.08345579	0.16632527	0.06516941	0.31206495	0.0014834685	0.0014534537	0.32468182	0.030500736	0.0037094934	0.0021520162	0.0010056995	0.9738152	0.07019832	0.0061045056	0.002261796	0.09018115	6.167413e-05	0.002852223	0	0.07513965	0	0.00012334826	0.0098337345	0.10919035	8.71661e-05	0.15346415	0.00090660976	0.0026688452	0.0682782	6.167413e-05	0.0028131627	0.0013424403	0.023095729	0.003583267	0.18604906	0.014453127	0.13205583	0.63231444	0.0020360686	0.06519737	0.413641	0	0	0.002944323	0.0026158055	0.0014962144	0.03472747	0.00017268756	0.0016022939	0.0020068763	0.24237892	0.034586854	6.167413e-05	0.0012392389	0.017038917	0.042107396	0.003023677	0.5548542	0.61859524	0.11474472	0.0025960698	0.0005328645	0.16403386	0.0023966567	0.04889361	0.022392644	0.0028559235	0.060335394	0.035384916	0.064617634	0.055217672	0.0016787698	0.08965527	0.0030014743	0.026041286	0.07550846	0.015756918	0.15384366	0.11903066	0.06782592	0.41530907	0.0027214738	0.088794716	0.4376931	0.08406472	0.06474386	0.4091466	0.0009908978	0.24831897	0.008023393	0	0.80008864	0.11794232	0.30636954	0	0.03480641	0.09713676	0.0025730447	0.00254303
EHA02488_bin.114	0.009986148	0.001799634	0.27421254	0.0007346238	0.0067554293	0.0054734596	0.00040847767	0.0018681847	0.28873047	0.001672073	0.3664338	0.30186075	0.00093780254	0.0005074169	0.005608441	0	0.09766927	0.006116918	0.0015059964	0	0.00088939304	0.010054699	0.2077434	0.0015745471	0.0065073743	0.14084317	0.008442343	0.6593904	0.001033915	0.0006734935	0.013744426	0.069472656	0.8934004	0.0006833874	0.0022915031	0.011106988	0.09845973	0.0025240104	0.0018367361	0.15385686	0	0.0008321496	0.00019858517	0.0069282195	0	0	0.028693084	0.1357955	0.00017243695	0.22669981	9.328556e-05	0.0009374492	0.006590413	0	0.0013936297	0.00040812432	0.049112372	0.0012968106	0.94997066	0.5926336	0.0057473094	0.008349411	0.00082720263	0.02417262	0.104492545	0	0	0.0015049364	0.00079999433	0.0007749062	0.0016872672	6.8550755e-05	0.00037137547	0.0016067025	0.009143398	0.0009770249	0.00029787776	0.0010713706	0.006263913	0.003607395	0.0015551127	0.007195709	0.007119031	0.006278754	0.0014006968	0.00040847767	0.013214394	0.0016279037	0.10617593	0.00080635474	0.001314125	0.0045409575	0.12050445	0.013898842	0.037484188	0.0012932771	0.0023628809	0.0013208387	0.0339411	0.18740857	0.0025031625	0.002190444	0.0060762824	0.0035582788	0.7542456	0.0012363871	0.18447396	0.68659234	0.2845743	0.9144762	0.008114077	0.00072791	0.0043876013	0.038123053	0.000106006315	0.937316	0.006712673	0.0026812532	0	0.1518385	0.101319075	0.0014632406	0.0004293256
EHA02488_bin.116	0.054847147	0.0008761274	0.0060288403	0.004725725	0.17405438	0.008054193	0.0003666561	0.0018201648	0.9837867	0.0064272657	0.060729675	0.87974787	0.00014310663	8.743786e-05	0.0050390437	0	0.0045015924	0.005213628	0.012066716	0	0.00069746264	0.021504177	0.23783535	0.0013281811	0.9375379	0.97880095	0.24067008	0.023007525	0.00040571167	0.00060827605	0.9778532	0.005185357	0.00088137365	0.00016758923	0.006701529	0.026240684	0.0066796695	0.0022783391	0.0007924785	0.36981755	0.00012969949	0.0016470378	6.1206505e-05	0.86415946	0	8.743786e-05	0.004907887	0.9122599	4.371893e-05	0.0814679	0	0.00083444867	0.01550419	2.44826e-05	0.00147974	8.71464e-05	0.03586293	0.0004220334	0.058426563	0.90238935	0.34469813	0.1461279	0.008108696	0.1547073	0.049792074	0	0	0.0006432512	0.0004963556	0.00053511973	0.01289213	0	0.00029787165	0.00055202434	0.008882812	0.0044392203	0.00013436284	0.008530146	0.8907875	0.6940345	0.000727483	0.009959755	0.0072351913	0.23512274	0.0010049525	0.000792187	0.019828284	0.002053041	0.10139615	0.0014433076	0.0006231405	0.41407016	0.008516156	0.0055149975	0.030281771	0.0008082173	0.010384703	0.0008971125	0.005247729	0.0057440847	0.0022608517	0.012677907	0.19005902	0.020712571	0.90797454	0.00081550376	0.007738834	0.18288182	0.17684366	0.0030139831	0.015125875	0.00048294844	0.01863534	0.0049399477	0	0.021769987	0.028688071	0.01614103	0	0.004822781	0.12658292	0.0005598938	0.00056659733
EHA02488_bin.11	0.0031213562	0.22057837	0.0005769722	0.0005642915	0.0008128334	0.002489857	9.066706e-05	0.00018957659	0.13773595	0.13644886	0.00798631	0.0022654084	0.0015781141	0	0.00085531373	0	0.00033794087	0.0022318047	0.003763	0	0.0015216849	0.9520752	0.0071449447	0.00069046457	0.0054216366	0.07653631	0.0016091819	0.42749012	0.00018767448	0.0007931783	0.0078030736	0.0012319308	0.0022869657	0	0	0.011301681	0.00062642695	0.0012826537	0.00096626993	0.004237259	0	0.0072248336	0	0.004086358	0	0	0.0007323109	0.0047578015	0	0.0018425069	0	9.510531e-05	0.008200614	0	0.00018704044	0	0.00047299042	0.00054907467	0.07440342	0.14530443	0.19717613	0.00038042123	0.0045948545	0.00047489253	0.002041594	0	0	0.00066003087	0.004625922	0.00018830852	0.0005763382	0	0.00012110076	0.00037851912	0.059479494	0.029071791	0	0.011996584	0.07123832	0.0006898305	0.0041985824	0.0038473269	0.007938758	0.007292041	0.00037598299	0	0.0021081676	0.0070067253	0.00028531594	0.013804219	0.00038042123	0.004528915	0.0013327424	0.0018551876	0.002796096	0.0017169679	0.23909792	0.0007684509	0.00088194327	0.00394053	0.004411618	0.19753626	0.005874972	0.0013086491	0.008293817	8.432671e-05	0.0063669835	0.0019483907	0.0065495856	0.00089145376	0.005089402	9.4471274e-05	0.00070885156	0.0009960696	0	0.6009819	0.005124908	0.3872441	0.00015660674	0.0026426595	0.002045398	0.009754634	0
EHA02488_bin.126	0.028443893	0.0050140824	0.0038958697	0.003058665	0.002930909	0.108476326	0.0015505329	0.0017932972	0.09328277	0.008967318	0.004898797	0.15235184	0.0015203258	0.0010633413	0.018595308	0	0.0024985888	0.016519617	0.5635905	0	0.006012021	0.9140808	0.003449693	0.0046172347	0.018172964	0.11571991	0.15885548	0.3397119	0.0007984066	0.006060519	0.2759954	0.0031229588	0.0007765135	0.0011672644	0.00049716816	0.94891834	0.00287964	0.0049999487	0.020058269	0.009126389	0	0.0017464625	0	0.1273507	0.00013052743	0	0.0036057162	0.005859878	0	0.003650334	0.00015491471	0.0023461683	0.061267246	0	0.002242245	0.0011683729	0.0018689532	0.001691314	0.003704374	0.00438029	0.8350394	0.06086818	0.002807864	0.004402737	0.004008938	0	0	0.0017977313	0.0006279727	0.005882602	0.0063437438	1.7181954e-05	0.0009383564	0.003186144	0.18041717	0.008533058	0.00012470773	0.0016755176	0.1875765	0.027654078	0.0036877464	0.06710385	0.31522262	0.2523037	0.0025922582	0.000535689	0.23910214	0.0024492599	0.0021444187	0.00217324	0.0024464887	0.8361138	0.0022646924	0.104960956	0.038724244	0.0017303891	0.0076451385	0.0019767561	0.002278549	0.0031523344	0.16950746	0.010390925	0.060241595	0.2370597	0.40007988	0.001419174	0.0033801338	0.0060879546	0.08772718	0.024846215	0.10425733	0.00071000267	0.0063445754	0.0033538067	0	0.9558521	0.09287733	0.008144524	4.9605966e-05	0.0025578942	0.002879363	0.0010444965	0.000987131
EHA02488_bin.127	0.0027154938	0.002146851	0.04275828	0.0006203084	0.045762584	0.77653784	0.0010195136	0.0043569203	0.47724915	0.0023644243	0.039131094	0.0050953217	0.0018718359	0.003024204	0.46534136	0	0.07890496	0.068866424	0.0033727062	0	0.0028900658	0.5273132	0.049906746	0.003302749	0.13743858	0.069960386	0.07711945	0.8865721	0.004636428	0.0015968208	0.023833897	0.18465133	0.0025694822	0.004431691	0.0008478297	0.023587123	0.093228854	0.0070682424	0.004582195	0.077745855	4.8135673e-05	0.005567051	0.00016045224	0.015952162	0	0	0.26655066	0.19213483	0.00020345344	0.38384187	0.00018901275	0.002842572	0.019267427	0	0.00285605	0.0006925119	0.09991201	0.007325287	0.0300081	0.3269301	0.63347864	0.13060524	0.0012890734	0.14125638	0.20830455	0	0	0.0050218343	0.0021054544	0.0015082511	0.0018419918	4.8135673e-05	0.0006276892	0.013118897	0.90390545	0.0018461635	0.000117771946	0.0012743117	0.044124044	0.006070871	0.0070030987	0.7150567	0.010090521	0.09021877	0.005344985	0.00092452584	0.0049358318	0.0022254726	0.14546376	0.015855892	0.005506721	0.30286998	0.17350952	0.011761471	0.0066433647	0.003155133	0.0012797671	0.0085046105	0.44661945	0.41920394	0.013591268	0.0016346874	0.13260159	0.0042516636	0.01744116	0.0020611696	0.8008525	0.65249026	0.17411155	0.21612436	0.03415964	0.0037500898	0.008637786	0.10471723	0	0.29368505	0.021607462	0.04524336	0.00013959345	0.6779085	0.636369	0.003877168	0.005517632
EHA02488_bin.128	0.062057916	0.0906976	0.07303984	0.0052991034	0.021268582	0.2695815	0.025185037	0.017558383	0.4128572	0.045077674	0.0969984	0.041458573	0.40056837	8.005641e-05	0.23526055	0.00013645082	0.05735825	0.04695841	0.049043424	7.9662044e-05	0.09707648	0.7950264	0.08278227	0.08507236	0.22767293	0.09005952	0.15258989	0.52822006	0.0844954	0.23949052	0.06817138	0.09901597	0.036867358	0.015749423	0.0002488453	0.43878525	0.24177589	0.34295142	0.19941658	0.027864758	0.00013014096	0.34428948	9.7802906e-05	0.07258474	8.163388e-05	0.00012935224	0.0856296	0.13680734	0.00017076072	0.08079703	0.00018219734	0.12017611	0.18979521	0	0.11021914	0.062240902	0.051198244	0.009227783	0.1379932	0.12673403	0.5080636	0.074240685	0.1131343	0.054379992	0.09612251	5.7577516e-05	0.00011121137	0.10247615	0.070140064	0.054910023	0.16407463	8.281698e-05	0.001953692	0.21023563	0.25353116	0.022910725	0.00024371853	0.017892411	0.32558706	0.043439474	0.05205678	0.1756769	0.14480588	0.11251475	0.22715908	0.0038632147	0.065083496	0.08956183	0.057563715	0.21817343	0.15279338	0.1204427	0.08902549	0.04992641	0.027584363	0.0010718883	0.04928241	0.03709175	0.18770547	0.17735295	0.08602436	0.073961474	0.1772855	0.054652896	0.09294825	0.042284377	0.20315556	0.3722848	0.056420445	0.1020175	0.14323038	0.013645477	0.063155435	0.08650785	0.00011633813	0.3449181	0.12612946	0.23520613	0.00020625371	0.120663546	0.13775697	0.122912616	0.024957882
EHA02488_bin.129	0.10335181	0.004652481	0.082134046	0.00072174676	0.05198964	0.16137314	0.001580007	0.01423047	0.5047097	0.0036454638	0.11454776	0.24948195	0.0076747574	0.00027547585	0.018830305	0	0.18854119	0.13070227	0.1576585	0	0.013490971	0.15784031	0.1932812	0.014881206	0.03889229	0.04319094	0.2784057	0.68857455	0.0024743853	0.0022282936	0.14988458	0.02225049	0.016168596	0.0123205045	0.000689914	0.25945356	0.05822519	0.0972944	0.041632358	0.21107817	0	0.005200372	0	0.05059022	0	0	0.018860301	0.34450337	0.0005797236	0.19147347	0.0001909966	0.029680993	0.06954602	0	0.0069768853	0.0020434186	0.043538652	0.0070148394	0.4089384	0.105725795	0.21160218	0.14800277	0.012876966	0.040440466	0.044141028	0	0	0.031291608	0.0052169007	0.07598053	0.0013700332	0.00033179537	0.001198626	0.12577921	0.30407697	0.01285554	0	0.0040752064	0.09294004	0.04232962	0.007583544	0.28661916	0.2997912	0.068812646	0.007972271	0.0050069266	0.15882285	0.009881013	0.08166329	0.037715092	0.025528653	0.1264575	0.10357035	0.07947907	0.1279671	0.04635524	0.0043916972	0.01286962	0.054977633	0.022101734	0.0740626	0.004954892	0.23825967	0.06234386	0.6023414	0.014448402	0.022433529	0.07645557	0.11287348	0.03969362	0.25082383	0.010482774	0.022257837	0.026348347	0	0.92869765	0.082271785	0.027446577	0.00015120563	0.00580397	0.06719591	0.07162678	0.0027737357
